image_path,image_type,class
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10216.jpg,pseudoscan,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10218.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10222.jpg,pseudoscan,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10224.jpg,Scan,Quercus petraea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10233.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10234.jpg,pseudoscan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\1024.jpg,pseudoscan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10240.jpg,pseudoscan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10245.jpg,Scan,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10253.jpg,Scan,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10255.jpg,pseudoscan,Acer negundo
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10256.jpg,photograph,Ilex aquifolium
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10262.jpg,Scan,Laurus nobilis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10268.jpg,photograph,Celtis australis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10276.jpg,Scan,Laurus nobilis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10280.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10281.jpg,pseudoscan,Viburnum opulus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10285.jpg,Scan,Mespilus germanica
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10286.jpg,Scan,Sorbus domestica
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10292.jpg,pseudoscan,Punica granatum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10293.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10297.jpg,pseudoscan,Ligustrum vulgare
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\103.jpg,pseudoscan,Celtis australis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10311.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10314.jpg,Scan,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10315.jpg,Scan,Acer saccharinum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10323.jpg,photograph,Pittosporum tobira
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10331.jpg,photograph,Acer platanoides
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10333.jpg,photograph,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10335.jpg,photograph,Magnolia grandiflora
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10340.jpg,pseudoscan,Quercus palustris
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10347.jpg,Scan,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10348.jpg,pseudoscan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\1035.jpg,Scan,Acer platanoides
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10358.jpg,pseudoscan,Elaeagnus angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10367.jpg,Scan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\1037.jpg,photograph,Corylus avellana
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10372.jpg,Scan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10383.jpg,pseudoscan,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10398.jpg,Scan,Liquidambar styraciflua
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10399.jpg,Scan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\104.jpg,Scan,Celtis australis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10402.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10404.jpg,photograph,Acer platanoides
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10406.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\1042.jpg,Scan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10427.jpg,pseudoscan,Populus nigra
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10434.jpg,Scan,Acer campestre
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10437.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10440.jpg,pseudoscan,Crataegus laevigata
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10441.jpg,Scan,Morus alba
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10446.jpg,pseudoscan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10450.jpg,photograph,Acer platanoides
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10453.jpg,pseudoscan,Cornus mas
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10462.jpg,Scan,Juglans regia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10467.jpg,photograph,Platanus x hispanica
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10474.jpg,pseudoscan,Ligustrum vulgare
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10475.jpg,Scan,Betula pendula
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10477.jpg,pseudoscan,Punica granatum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10478.jpg,Scan,Betula pendula
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10485.jpg,Scan,Populus tremula
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10487.jpg,pseudoscan,Magnolia grandiflora
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10490.jpg,pseudoscan,Pittosporum tobira
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10492.jpg,Scan,Carpinus betulus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10495.jpg,pseudoscan,Pittosporum tobira
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10508.jpg,Scan,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10512.jpg,Scan,Liriodendron tulipifera
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10518.jpg,pseudoscan,Vitex agnus-castus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10520.jpg,pseudoscan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10522.jpg,Scan,Hedera helix
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10524.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10526.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10530.jpg,pseudoscan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10533.jpg,Scan,Sorbus latifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\1054.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10541.jpg,pseudoscan,Rhus coriaria
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10544.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10548.jpg,pseudoscan,Pittosporum tobira
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10551.jpg,Scan,Ficus carica
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10553.jpg,pseudoscan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10555.jpg,pseudoscan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10561.jpg,Scan,Rhamnus cathartica
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10563.jpg,Scan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10564.jpg,pseudoscan,Celtis australis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10565.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10566.jpg,Scan,Koelreuteria paniculata
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10567.jpg,photograph,Aesculus hippocastanum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10568.jpg,Scan,Quercus cerris
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10569.jpg,pseudoscan,Punica granatum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10570.jpg,pseudoscan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10571.jpg,Scan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10572.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10573.jpg,Scan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10574.jpg,pseudoscan,Pittosporum tenuifolium
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10575.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10576.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10577.jpg,Scan,Corylus avellana
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10578.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10579.jpg,Scan,Tilia platyphyllos
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\1058.jpg,Scan,Hedera helix
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10580.jpg,photograph,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10581.jpg,photograph,Pittosporum tobira
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10582.jpg,photograph,Ailanthus altissima
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10583.jpg,pseudoscan,Ailanthus altissima
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10584.jpg,pseudoscan,Hedera helix
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10585.jpg,Scan,Prunus avium
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10586.jpg,pseudoscan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10587.jpg,pseudoscan,Prunus avium
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10588.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10589.jpg,Scan,Quercus cerris
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10590.jpg,Scan,Cornus mas
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10591.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10592.jpg,pseudoscan,Quercus pubescens
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10593.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10594.jpg,Scan,Corylus avellana
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10595.jpg,Scan,Capparis spinosa
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10596.jpg,Scan,Prunus padus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10597.jpg,Scan,Tilia platyphyllos
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10598.jpg,Scan,Hedera helix
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10599.jpg,Scan,Prunus dulcis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10600.jpg,pseudoscan,Ginkgo biloba
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10601.jpg,Scan,Rhamnus cathartica
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10602.jpg,Scan,Punica granatum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10603.jpg,pseudoscan,Fraxinus excelsior
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10604.jpg,Scan,Quercus petraea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10605.jpg,pseudoscan,Populus alba
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10606.jpg,Scan,Cornus sanguinea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10607.jpg,Scan,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10608.jpg,Scan,Ginkgo biloba
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10609.jpg,photograph,Hedera helix
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\1061.jpg,photograph,Sorbus intermedia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10610.jpg,Scan,Celtis australis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10611.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10612.jpg,Scan,Photinia serrulata
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10613.jpg,Scan,Morus alba
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10614.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10615.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10616.jpg,Scan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10617.jpg,Scan,Magnolia grandiflora
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10618.jpg,pseudoscan,Prunus laurocerasus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10619.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10620.jpg,Scan,Fraxinus ornus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10621.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10622.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10623.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10624.jpg,pseudoscan,Cornus sanguinea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10625.jpg,Scan,Quercus petraea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10626.jpg,photograph,Celtis australis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10627.jpg,pseudoscan,Alnus glutinosa
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10628.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10629.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10630.jpg,Scan,Prunus avium
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10631.jpg,Scan,Capparis spinosa
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10632.jpg,Scan,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10633.jpg,Scan,Frangula dodonei
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10634.jpg,pseudoscan,Punica granatum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10635.jpg,pseudoscan,Hedera helix
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10636.jpg,pseudoscan,Rhus coriaria
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10637.jpg,Scan,Carpinus betulus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10638.jpg,pseudoscan,Juniperus oxycedrus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10639.jpg,photograph,Olea europaea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\1064.jpg,Scan,Quercus petraea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10640.jpg,photograph,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10641.jpg,Scan,Cornus sanguinea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10642.jpg,Scan,Koelreuteria paniculata
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10643.jpg,Scan,Laburnum anagyroides
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10644.jpg,photograph,Acer campestre
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10645.jpg,Scan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10646.jpg,Scan,Populus tremula
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10647.jpg,Scan,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10648.jpg,pseudoscan,Prunus dulcis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10649.jpg,Scan,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10650.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10651.jpg,Scan,Populus tremula
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10652.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10653.jpg,Scan,Frangula dodonei
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10654.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10655.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10656.jpg,Scan,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10657.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10658.jpg,pseudoscan,Diospyros kaki
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10659.jpg,Scan,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10660.jpg,photograph,Hedera helix
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10661.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10662.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10663.jpg,pseudoscan,Vitex agnus-castus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10664.jpg,pseudoscan,Quercus palustris
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10665.jpg,Scan,Corylus avellana
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10666.jpg,photograph,Aesculus hippocastanum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10667.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10668.jpg,pseudoscan,Populus alba
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10669.jpg,Scan,Alnus cordata
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10670.jpg,Scan,Celtis australis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10671.jpg,photograph,Punica granatum
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10672.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10673.jpg,Scan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10674.jpg,photograph,Hedera helix
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10675.jpg,photograph,Ficus carica
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10676.jpg,pseudoscan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10677.jpg,Scan,Viburnum opulus
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10678.jpg,pseudoscan,Pittosporum tenuifolium
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10679.jpg,Scan,Betula pendula
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10680.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10681.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10682.jpg,Scan,Quercus petraea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10683.jpg,photograph,Olea europaea
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10684.jpg,pseudoscan,Celtis australis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10685.jpg,Scan,Betula utilis var. jacquemontii
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10686.jpg,Scan,Colutea arborescens
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10687.jpg,pseudoscan,Laurus nobilis
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10688.jpg,Scan,Mespilus germanica
imageclef2012/FourniApresCLEF2012/data/testwithgroundtruthxml\10689.jpg,pseudoscan,Ulmus minor
