image_path,image_type,class
imageclef2012/FourniApresCLEF2012/data/train\10021.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/train\10022.jpg,Scan,Alnus cordata
imageclef2012/FourniApresCLEF2012/data/train\10024.jpg,pseudoscan,Syringa vulgaris
imageclef2012/FourniApresCLEF2012/data/train\10026.jpg,Scan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/train\10027.jpg,Scan,Frangula dodonei
imageclef2012/FourniApresCLEF2012/data/train\10028.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10029.jpg,photograph,Ginkgo biloba
imageclef2012/FourniApresCLEF2012/data/train\1003.jpg,Scan,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/train\10030.jpg,pseudoscan,Daphne cneorum
imageclef2012/FourniApresCLEF2012/data/train\10031.jpg,Scan,Robinia pseudoacacia
imageclef2012/FourniApresCLEF2012/data/train\10032.jpg,pseudoscan,Juglans nigra
imageclef2012/FourniApresCLEF2012/data/train\10033.jpg,Scan,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10034.jpg,pseudoscan,Robinia pseudoacacia
imageclef2012/FourniApresCLEF2012/data/train\10035.jpg,Scan,Diospyros kaki
imageclef2012/FourniApresCLEF2012/data/train\10037.jpg,pseudoscan,Acer opalus
imageclef2012/FourniApresCLEF2012/data/train\10039.jpg,Scan,Liriodendron tulipifera
imageclef2012/FourniApresCLEF2012/data/train\1004.jpg,Scan,Quercus petraea
imageclef2012/FourniApresCLEF2012/data/train\10040.jpg,pseudoscan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10041.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/train\10042.jpg,Scan,Ficus carica
imageclef2012/FourniApresCLEF2012/data/train\10043.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10044.jpg,Scan,Hedera helix
imageclef2012/FourniApresCLEF2012/data/train\10045.jpg,Scan,Ginkgo biloba
imageclef2012/FourniApresCLEF2012/data/train\10046.jpg,Scan,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/train\10047.jpg,pseudoscan,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/train\10048.jpg,photograph,Pittosporum tobira
imageclef2012/FourniApresCLEF2012/data/train\1005.jpg,photograph,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10051.jpg,Scan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10052.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/train\10053.jpg,photograph,Acer pseudoplatanus
imageclef2012/FourniApresCLEF2012/data/train\10054.jpg,Scan,Prunus serotina
imageclef2012/FourniApresCLEF2012/data/train\10055.jpg,photograph,Celtis australis
imageclef2012/FourniApresCLEF2012/data/train\10058.jpg,photograph,Quercus pubescens
imageclef2012/FourniApresCLEF2012/data/train\1006.jpg,Scan,Pittosporum tenuifolium
imageclef2012/FourniApresCLEF2012/data/train\10060.jpg,Scan,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10061.jpg,Scan,Paliurus spina-christi
imageclef2012/FourniApresCLEF2012/data/train\10062.jpg,Scan,Juglans nigra
imageclef2012/FourniApresCLEF2012/data/train\10064.jpg,Scan,Mespilus germanica
imageclef2012/FourniApresCLEF2012/data/train\10065.jpg,photograph,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/train\10066.jpg,photograph,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10067.jpg,photograph,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10068.jpg,Scan,Syringa vulgaris
imageclef2012/FourniApresCLEF2012/data/train\10069.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\1007.jpg,Scan,Robinia pseudoacacia
imageclef2012/FourniApresCLEF2012/data/train\10071.jpg,pseudoscan,Populus nigra
imageclef2012/FourniApresCLEF2012/data/train\10073.jpg,pseudoscan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10074.jpg,photograph,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10075.jpg,Scan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10076.jpg,Scan,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10077.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/train\10078.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\1008.jpg,Scan,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/train\10080.jpg,pseudoscan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/train\10081.jpg,pseudoscan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10082.jpg,Scan,Robinia pseudoacacia
imageclef2012/FourniApresCLEF2012/data/train\10084.jpg,Scan,Corylus avellana
imageclef2012/FourniApresCLEF2012/data/train\10086.jpg,pseudoscan,Viburnum opulus
imageclef2012/FourniApresCLEF2012/data/train\10087.jpg,photograph,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/train\10090.jpg,Scan,Laurus nobilis
imageclef2012/FourniApresCLEF2012/data/train\10091.jpg,Scan,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10092.jpg,Scan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10094.jpg,Scan,Prunus padus
imageclef2012/FourniApresCLEF2012/data/train\10095.jpg,photograph,Hedera helix
imageclef2012/FourniApresCLEF2012/data/train\10096.jpg,Scan,Buddleja davidii
imageclef2012/FourniApresCLEF2012/data/train\10097.jpg,Scan,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/train\101.jpg,Scan,Ficus carica
imageclef2012/FourniApresCLEF2012/data/train\1010.jpg,photograph,Cornus mas
imageclef2012/FourniApresCLEF2012/data/train\10100.jpg,pseudoscan,Eriobotrya japonica
imageclef2012/FourniApresCLEF2012/data/train\10101.jpg,photograph,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/train\10102.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10103.jpg,Scan,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/train\10104.jpg,photograph,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10105.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10106.jpg,Scan,Corylus avellana
imageclef2012/FourniApresCLEF2012/data/train\10107.jpg,pseudoscan,Diospyros kaki
imageclef2012/FourniApresCLEF2012/data/train\10108.jpg,Scan,Aesculus hippocastanum
imageclef2012/FourniApresCLEF2012/data/train\10110.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/train\10111.jpg,Scan,Acer opalus
imageclef2012/FourniApresCLEF2012/data/train\10112.jpg,pseudoscan,Rhus coriaria
imageclef2012/FourniApresCLEF2012/data/train\10113.jpg,pseudoscan,Rhus coriaria
imageclef2012/FourniApresCLEF2012/data/train\10114.jpg,photograph,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/train\10116.jpg,Scan,Magnolia grandiflora
imageclef2012/FourniApresCLEF2012/data/train\10117.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/train\10118.jpg,Scan,Quercus coccifera
imageclef2012/FourniApresCLEF2012/data/train\1012.jpg,photograph,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/train\10120.jpg,Scan,Crataegus azarolus
imageclef2012/FourniApresCLEF2012/data/train\10121.jpg,photograph,Corylus avellana
imageclef2012/FourniApresCLEF2012/data/train\10122.jpg,Scan,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/train\10123.jpg,Scan,Viburnum opulus
imageclef2012/FourniApresCLEF2012/data/train\10124.jpg,photograph,Quercus coccifera
imageclef2012/FourniApresCLEF2012/data/train\10126.jpg,Scan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10127.jpg,Scan,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10129.jpg,Scan,Acer campestre
imageclef2012/FourniApresCLEF2012/data/train\1013.jpg,Scan,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/train\10131.jpg,Scan,Populus nigra
imageclef2012/FourniApresCLEF2012/data/train\10132.jpg,Scan,Broussonetia papyrifera
imageclef2012/FourniApresCLEF2012/data/train\10133.jpg,pseudoscan,Viburnum opulus
imageclef2012/FourniApresCLEF2012/data/train\10134.jpg,photograph,Cornus sanguinea
imageclef2012/FourniApresCLEF2012/data/train\10135.jpg,pseudoscan,Quercus pubescens
imageclef2012/FourniApresCLEF2012/data/train\10136.jpg,photograph,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10139.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/train\10141.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/train\10142.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/train\10143.jpg,Scan,Platanus x hispanica
imageclef2012/FourniApresCLEF2012/data/train\10144.jpg,pseudoscan,Morus alba
imageclef2012/FourniApresCLEF2012/data/train\10146.jpg,pseudoscan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/train\10148.jpg,photograph,Robinia pseudoacacia
imageclef2012/FourniApresCLEF2012/data/train\10149.jpg,pseudoscan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/train\1015.jpg,pseudoscan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10150.jpg,Scan,Laburnum anagyroides
imageclef2012/FourniApresCLEF2012/data/train\10151.jpg,Scan,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10152.jpg,photograph,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10153.jpg,photograph,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/train\10154.jpg,Scan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10155.jpg,Scan,Laburnum anagyroides
imageclef2012/FourniApresCLEF2012/data/train\10156.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10157.jpg,Scan,Alnus cordata
imageclef2012/FourniApresCLEF2012/data/train\10158.jpg,photograph,Vitex agnus-castus
imageclef2012/FourniApresCLEF2012/data/train\10159.jpg,Scan,Robinia pseudoacacia
imageclef2012/FourniApresCLEF2012/data/train\1016.jpg,photograph,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10160.jpg,Scan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/train\10161.jpg,Scan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10163.jpg,Scan,Robinia pseudoacacia
imageclef2012/FourniApresCLEF2012/data/train\10166.jpg,photograph,Ficus carica
imageclef2012/FourniApresCLEF2012/data/train\10167.jpg,Scan,Quercus petraea
imageclef2012/FourniApresCLEF2012/data/train\10168.jpg,Scan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10169.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\1017.jpg,photograph,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10170.jpg,photograph,Crataegus azarolus
imageclef2012/FourniApresCLEF2012/data/train\10171.jpg,Scan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10172.jpg,pseudoscan,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/train\10173.jpg,pseudoscan,Acer campestre
imageclef2012/FourniApresCLEF2012/data/train\10174.jpg,Scan,Viburnum lantana
imageclef2012/FourniApresCLEF2012/data/train\10175.jpg,Scan,Populus nigra
imageclef2012/FourniApresCLEF2012/data/train\10176.jpg,Scan,Acer negundo
imageclef2012/FourniApresCLEF2012/data/train\10177.jpg,photograph,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10178.jpg,Scan,Capparis spinosa
imageclef2012/FourniApresCLEF2012/data/train\1018.jpg,pseudoscan,Ginkgo biloba
imageclef2012/FourniApresCLEF2012/data/train\10180.jpg,photograph,Arbutus unedo
imageclef2012/FourniApresCLEF2012/data/train\10181.jpg,Scan,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10183.jpg,pseudoscan,Rhus coriaria
imageclef2012/FourniApresCLEF2012/data/train\10184.jpg,photograph,Robinia pseudoacacia
imageclef2012/FourniApresCLEF2012/data/train\10186.jpg,Scan,Hedera helix
imageclef2012/FourniApresCLEF2012/data/train\10187.jpg,pseudoscan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/train\10188.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10189.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/train\1019.jpg,pseudoscan,Acer platanoides
imageclef2012/FourniApresCLEF2012/data/train\10190.jpg,photograph,Acer campestre
imageclef2012/FourniApresCLEF2012/data/train\10191.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/train\10192.jpg,Scan,Platanus x hispanica
imageclef2012/FourniApresCLEF2012/data/train\10193.jpg,photograph,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/train\10194.jpg,pseudoscan,Carpinus betulus
imageclef2012/FourniApresCLEF2012/data/train\10195.jpg,Scan,Celtis australis
imageclef2012/FourniApresCLEF2012/data/train\10196.jpg,Scan,Acer platanoides
imageclef2012/FourniApresCLEF2012/data/train\10197.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10199.jpg,Scan,Paliurus spina-christi
imageclef2012/FourniApresCLEF2012/data/train\102.jpg,Scan,Ficus carica
imageclef2012/FourniApresCLEF2012/data/train\1020.jpg,pseudoscan,Sorbus aria
imageclef2012/FourniApresCLEF2012/data/train\10200.jpg,Scan,Sorbus domestica
imageclef2012/FourniApresCLEF2012/data/train\10201.jpg,photograph,Acer platanoides
imageclef2012/FourniApresCLEF2012/data/train\10202.jpg,Scan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/train\10203.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10204.jpg,Scan,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/train\10205.jpg,pseudoscan,Quercus pubescens
imageclef2012/FourniApresCLEF2012/data/train\10206.jpg,photograph,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/train\10208.jpg,Scan,Juniperus oxycedrus
imageclef2012/FourniApresCLEF2012/data/train\10209.jpg,photograph,Quercus pubescens
imageclef2012/FourniApresCLEF2012/data/train\1021.jpg,Scan,Viburnum opulus
imageclef2012/FourniApresCLEF2012/data/train\10210.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/train\10211.jpg,photograph,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/train\10212.jpg,photograph,Pittosporum tobira
imageclef2012/FourniApresCLEF2012/data/train\10213.jpg,Scan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10215.jpg,Scan,Sophora japonica
imageclef2012/FourniApresCLEF2012/data/train\10217.jpg,photograph,Vitex agnus-castus
imageclef2012/FourniApresCLEF2012/data/train\10219.jpg,pseudoscan,Acer negundo
imageclef2012/FourniApresCLEF2012/data/train\1022.jpg,photograph,Broussonetia papyrifera
imageclef2012/FourniApresCLEF2012/data/train\10220.jpg,Scan,Acer negundo
imageclef2012/FourniApresCLEF2012/data/train\10221.jpg,Scan,Prunus serotina
imageclef2012/FourniApresCLEF2012/data/train\10223.jpg,pseudoscan,Prunus dulcis
imageclef2012/FourniApresCLEF2012/data/train\10225.jpg,photograph,Broussonetia papyrifera
imageclef2012/FourniApresCLEF2012/data/train\10226.jpg,pseudoscan,Rhus typhina
imageclef2012/FourniApresCLEF2012/data/train\10227.jpg,photograph,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10228.jpg,Scan,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10229.jpg,photograph,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/train\1023.jpg,Scan,Viburnum lantana
imageclef2012/FourniApresCLEF2012/data/train\10230.jpg,Scan,Gleditsia triacanthos
imageclef2012/FourniApresCLEF2012/data/train\10231.jpg,Scan,Hedera helix
imageclef2012/FourniApresCLEF2012/data/train\10232.jpg,pseudoscan,Punica granatum
imageclef2012/FourniApresCLEF2012/data/train\10235.jpg,Scan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10236.jpg,pseudoscan,Pittosporum tenuifolium
imageclef2012/FourniApresCLEF2012/data/train\10237.jpg,pseudoscan,Liquidambar styraciflua
imageclef2012/FourniApresCLEF2012/data/train\10238.jpg,pseudoscan,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10239.jpg,Scan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/train\10241.jpg,pseudoscan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/train\10242.jpg,Scan,Rhamnus alaternus
imageclef2012/FourniApresCLEF2012/data/train\10243.jpg,pseudoscan,Melia azedarach
imageclef2012/FourniApresCLEF2012/data/train\10244.jpg,pseudoscan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/train\10246.jpg,photograph,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10247.jpg,photograph,Quercus pubescens
imageclef2012/FourniApresCLEF2012/data/train\10248.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/train\10249.jpg,Scan,Daphne cneorum
imageclef2012/FourniApresCLEF2012/data/train\1025.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10250.jpg,photograph,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10251.jpg,Scan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/train\10252.jpg,photograph,Platanus x hispanica
imageclef2012/FourniApresCLEF2012/data/train\10254.jpg,Scan,Pistacia terebinthus
imageclef2012/FourniApresCLEF2012/data/train\10257.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10258.jpg,Scan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10259.jpg,Scan,Platanus x hispanica
imageclef2012/FourniApresCLEF2012/data/train\1026.jpg,Scan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10260.jpg,pseudoscan,Rhus coriaria
imageclef2012/FourniApresCLEF2012/data/train\10261.jpg,photograph,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10263.jpg,Scan,Cornus sanguinea
imageclef2012/FourniApresCLEF2012/data/train\10264.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/train\10265.jpg,Scan,Acer campestre
imageclef2012/FourniApresCLEF2012/data/train\10266.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10267.jpg,Scan,Mespilus germanica
imageclef2012/FourniApresCLEF2012/data/train\10269.jpg,Scan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\1027.jpg,pseudoscan,Ginkgo biloba
imageclef2012/FourniApresCLEF2012/data/train\10270.jpg,Scan,Prunus spinosa
imageclef2012/FourniApresCLEF2012/data/train\10271.jpg,photograph,Broussonetia papyrifera
imageclef2012/FourniApresCLEF2012/data/train\10272.jpg,Scan,Photinia serrulata
imageclef2012/FourniApresCLEF2012/data/train\10273.jpg,photograph,Broussonetia papyrifera
imageclef2012/FourniApresCLEF2012/data/train\10274.jpg,photograph,Ilex aquifolium
imageclef2012/FourniApresCLEF2012/data/train\10275.jpg,Scan,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/train\10277.jpg,pseudoscan,Ailanthus altissima
imageclef2012/FourniApresCLEF2012/data/train\10278.jpg,pseudoscan,Acer campestre
imageclef2012/FourniApresCLEF2012/data/train\10279.jpg,photograph,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\1028.jpg,photograph,Aesculus hippocastanum
imageclef2012/FourniApresCLEF2012/data/train\10282.jpg,photograph,Prunus serrulata
imageclef2012/FourniApresCLEF2012/data/train\10283.jpg,Scan,Magnolia grandiflora
imageclef2012/FourniApresCLEF2012/data/train\10284.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10287.jpg,photograph,Ginkgo biloba
imageclef2012/FourniApresCLEF2012/data/train\10288.jpg,photograph,Cercis siliquastrum
imageclef2012/FourniApresCLEF2012/data/train\10289.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/train\1029.jpg,pseudoscan,Morus alba
imageclef2012/FourniApresCLEF2012/data/train\10290.jpg,Scan,Salix alba
imageclef2012/FourniApresCLEF2012/data/train\10291.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/train\10294.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10295.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10296.jpg,Scan,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/train\10298.jpg,Scan,Populus alba
imageclef2012/FourniApresCLEF2012/data/train\10299.jpg,Scan,Paliurus spina-christi
imageclef2012/FourniApresCLEF2012/data/train\1030.jpg,Scan,Prunus spinosa
imageclef2012/FourniApresCLEF2012/data/train\10300.jpg,Scan,Euphorbia characias
imageclef2012/FourniApresCLEF2012/data/train\10301.jpg,Scan,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10302.jpg,photograph,Eriobotrya japonica
imageclef2012/FourniApresCLEF2012/data/train\10303.jpg,Scan,Quercus coccifera
imageclef2012/FourniApresCLEF2012/data/train\10304.jpg,photograph,Ilex aquifolium
imageclef2012/FourniApresCLEF2012/data/train\10305.jpg,pseudoscan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/train\10306.jpg,pseudoscan,Populus alba
imageclef2012/FourniApresCLEF2012/data/train\10307.jpg,Scan,Paliurus spina-christi
imageclef2012/FourniApresCLEF2012/data/train\10308.jpg,Scan,Acer negundo
imageclef2012/FourniApresCLEF2012/data/train\10309.jpg,pseudoscan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\1031.jpg,Scan,Ruscus aculeatus
imageclef2012/FourniApresCLEF2012/data/train\10310.jpg,pseudoscan,Daphne cneorum
imageclef2012/FourniApresCLEF2012/data/train\10312.jpg,Scan,Phillyrea angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10313.jpg,Scan,Olea europaea
imageclef2012/FourniApresCLEF2012/data/train\10316.jpg,Scan,Populus nigra
imageclef2012/FourniApresCLEF2012/data/train\10317.jpg,photograph,Cotinus coggygria
imageclef2012/FourniApresCLEF2012/data/train\10318.jpg,pseudoscan,Populus alba
imageclef2012/FourniApresCLEF2012/data/train\10319.jpg,Scan,Viburnum tinus
imageclef2012/FourniApresCLEF2012/data/train\1032.jpg,Scan,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10320.jpg,pseudoscan,Ginkgo biloba
imageclef2012/FourniApresCLEF2012/data/train\10321.jpg,Scan,Populus nigra
imageclef2012/FourniApresCLEF2012/data/train\10322.jpg,photograph,Crataegus monogyna
imageclef2012/FourniApresCLEF2012/data/train\10324.jpg,Scan,Acer monspessulanum
imageclef2012/FourniApresCLEF2012/data/train\10325.jpg,photograph,Magnolia grandiflora
imageclef2012/FourniApresCLEF2012/data/train\10326.jpg,photograph,Magnolia grandiflora
imageclef2012/FourniApresCLEF2012/data/train\10327.jpg,photograph,Pistacia lentiscus
imageclef2012/FourniApresCLEF2012/data/train\10328.jpg,Scan,Diospyros kaki
imageclef2012/FourniApresCLEF2012/data/train\10329.jpg,Scan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\1033.jpg,Scan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10330.jpg,pseudoscan,Ailanthus altissima
imageclef2012/FourniApresCLEF2012/data/train\10332.jpg,pseudoscan,Punica granatum
imageclef2012/FourniApresCLEF2012/data/train\10334.jpg,Scan,Ulmus minor
imageclef2012/FourniApresCLEF2012/data/train\10336.jpg,photograph,Albizia julibrissin
imageclef2012/FourniApresCLEF2012/data/train\10337.jpg,pseudoscan,Morus alba
imageclef2012/FourniApresCLEF2012/data/train\10338.jpg,Scan,Fraxinus angustifolia
imageclef2012/FourniApresCLEF2012/data/train\10339.jpg,Scan,Punica granatum
imageclef2012/FourniApresCLEF2012/data/train\1034.jpg,photograph,Crataegus azarolus
imageclef2012/FourniApresCLEF2012/data/train\10341.jpg,Scan,Quercus ilex
imageclef2012/FourniApresCLEF2012/data/train\10342.jpg,Scan,Rhus coriaria
imageclef2012/FourniApresCLEF2012/data/train\10343.jpg,pseudoscan,Acer campestre
imageclef2012/FourniApresCLEF2012/data/train\10344.jpg,photograph,Hedera helix
imageclef2012/FourniApresCLEF2012/data/train\10345.jpg,Scan,Nerium oleander
imageclef2012/FourniApresCLEF2012/data/train\10346.jpg,pseudoscan,Buxus sempervirens
imageclef2012/FourniApresCLEF2012/data/train\10349.jpg,photograph,Laurus nobilis
imageclef2012/FourniApresCLEF2012/data/train\10350.jpg,pseudoscan,Capparis spinosa
imageclef2012/FourniApresCLEF2012/data/train\10351.jpg,photograph,Broussonetia papyrifera
imageclef2012/FourniApresCLEF2012/data/train\10352.jpg,Scan,Pistacia terebinthus
imageclef2012/FourniApresCLEF2012/data/train\10353.jpg,Scan,Aesculus hippocastanum
