image_path,image_type,class
10421,photograph,Platanus x hispanica
10422,photograph,Pittosporum tobira
10423,photograph,Crataegus monogyna
10424,photograph,Quercus ilex
10425,Scan,Euphorbia characias
10426,Scan,Nerium oleander
10428,photograph,Corylus avellana
10429,pseudoscan,Acer opalus
1043,pseudoscan,Euphorbia characias
10430,pseudoscan,Cornus mas
10431,Scan,Acer pseudoplatanus
10432,pseudoscan,Sorbus torminalis
10433,photograph,Sambucus nigra
10435,Scan,Pittosporum tobira
10436,photograph,Hedera helix
10438,Scan,Daphne cneorum
10439,photograph,Hedera helix
1044,photograph,Arbutus unedo
10442,photograph,Quercus coccifera
10443,Scan,Ruscus aculeatus
10444,Scan,Rhamnus alaternus
10445,Scan,Hedera helix
10447,Scan,Pittosporum tobira
10448,Scan,Ruscus aculeatus
10449,Scan,Paliurus spina-christi
1045,pseudoscan,Hedera helix
10451,Scan,Pistacia terebinthus
10452,Scan,Juniperus oxycedrus
10454,pseudoscan,Prunus dulcis
10455,Scan,Rhamnus alaternus
10456,Scan,Olea europaea
10457,Scan,Olea europaea
10458,Scan,Acer platanoides
10459,pseudoscan,Fagus sylvatica
1046,pseudoscan,Rhus coriaria
10460,photograph,Quercus ilex
10461,pseudoscan,Buxus sempervirens
10463,Scan,Viburnum tinus
10464,Scan,Acer platanoides
10465,Scan,Prunus serotina
10466,photograph,Viburnum tinus
10468,photograph,Pistacia lentiscus
10469,Scan,Sorbus torminalis
1047,Scan,Crataegus monogyna
10470,Scan,Sophora japonica
10471,Scan,Sophora japonica
10472,Scan,Populus nigra
10473,pseudoscan,Rhus typhina
10476,photograph,Acer campestre
10479,pseudoscan,Euphorbia characias
1048,photograph,Laurus nobilis
10480,Scan,Ulmus minor
10481,Scan,Diospyros kaki
10482,Scan,Pistacia lentiscus
10483,pseudoscan,Euphorbia characias
10484,Scan,Ulmus minor
10486,photograph,Magnolia grandiflora
10488,photograph,Ginkgo biloba
10489,Scan,Rhus coriaria
1049,Scan,Cornus sanguinea
10491,Scan,Juglans nigra
10493,Scan,Pittosporum tobira
10494,Scan,Hedera helix
10496,Scan,Prunus avium
10497,photograph,Quercus pubescens
10498,pseudoscan,Rhus typhina
10499,Scan,Acer monspessulanum
105,pseudoscan,Juniperus oxycedrus
1050,Scan,Quercus rubra
10500,Scan,Viburnum opulus
10501,pseudoscan,Buxus sempervirens
10502,Scan,Acer negundo
10503,Scan,Buxus sempervirens
10504,Scan,Populus tremula
10505,Scan,Prunus avium
10506,photograph,Viburnum tinus
10507,photograph,Quercus pubescens
10509,pseudoscan,Arbutus unedo
1051,pseudoscan,Rhus typhina
10510,photograph,Celtis australis
10511,pseudoscan,Celtis australis
10513,pseudoscan,Pistacia terebinthus
10514,Scan,Euonymus europaeus
10515,pseudoscan,Populus nigra
10516,pseudoscan,Nerium oleander
10517,Scan,Buxus sempervirens
10519,pseudoscan,Rhus typhina
1052,Scan,Corylus avellana
10521,Scan,Ficus carica
10523,pseudoscan,Sorbus aria
10525,Scan,Ulmus minor
10527,pseudoscan,Cornus mas
10528,Scan,Olea europaea
10529,Scan,Pistacia terebinthus
1053,Scan,Magnolia grandiflora
10531,pseudoscan,Ficus carica
10532,pseudoscan,Ulmus minor
10534,Scan,Nerium oleander
10535,Scan,Ulmus minor
10536,Scan,Buxus sempervirens
10537,Scan,Carpinus betulus
10538,Scan,Fraxinus angustifolia
10539,Scan,Crataegus azarolus
10540,Scan,Arbutus unedo
10542,Scan,Diospyros kaki
10543,Scan,Ruscus aculeatus
10545,Scan,Euphorbia characias
10546,photograph,Albizia julibrissin
10547,pseudoscan,Ulmus minor
10549,Scan,Syringa vulgaris
1055,photograph,Quercus ilex
10550,Scan,Morus nigra
10552,Scan,Pistacia terebinthus
10554,photograph,Albizia julibrissin
10556,Scan,Ginkgo biloba
10557,Scan,Robinia pseudoacacia
10558,Scan,Pistacia lentiscus
10559,Scan,Vitex agnus-castus
1056,pseudoscan,Morus alba
10560,pseudoscan,Ulmus minor
10562,pseudoscan,Celtis australis
1057,Scan,Cotinus coggygria
1059,Scan,Populus alba
106,Scan,Acer platanoides
1060,pseudoscan,Pittosporum tobira
1062,Scan,Nerium oleander
1063,Scan,Juniperus oxycedrus
1065,Scan,Gleditsia triacanthos
1066,pseudoscan,Ailanthus altissima
1067,pseudoscan,Fagus sylvatica
1068,Scan,Quercus robur
1069,Scan,Crataegus monogyna
107,pseudoscan,Rhus coriaria
1070,Scan,Buxus sempervirens
1071,photograph,Pittosporum tobira
1072,pseudoscan,Sorbus aucuparia
1074,pseudoscan,Robinia pseudoacacia
1075,photograph,Pittosporum tobira
1076,Scan,Olea europaea
1077,Scan,Fraxinus ornus
1078,pseudoscan,Broussonetia papyrifera
1079,photograph,Olea europaea
1080,Scan,Cotinus coggygria
1081,pseudoscan,Liquidambar styraciflua
1082,Scan,Quercus palustris
1083,pseudoscan,Populus nigra
1084,Scan,Viburnum tinus
1085,Scan,Quercus robur
1086,pseudoscan,Robinia pseudoacacia
1089,photograph,Broussonetia papyrifera
109,photograph,Nerium oleander
1091,Scan,Viburnum tinus
1093,Scan,Punica granatum
1094,pseudoscan,Crataegus laevigata
1095,pseudoscan,Daphne cneorum
1096,photograph,Fraxinus ornus
1098,photograph,Arbutus unedo
1099,pseudoscan,Morus alba
11,Scan,Ficus carica
110,Scan,Buxus sempervirens
1100,Scan,Cercis siliquastrum
1101,Scan,Olea europaea
1102,Scan,Laburnum anagyroides
1103,Scan,Mespilus germanica
1104,pseudoscan,Buxus sempervirens
1105,pseudoscan,Juglans nigra
1106,pseudoscan,Acer monspessulanum
1107,Scan,Acer monspessulanum
1108,photograph,Pistacia terebinthus
111,Scan,Buxus sempervirens
1110,Scan,Hedera helix
1111,pseudoscan,Buxus sempervirens
1112,pseudoscan,Melia azedarach
1114,Scan,Ruscus aculeatus
1115,Scan,Ruscus aculeatus
1116,pseudoscan,Ulmus minor
1118,photograph,Quercus ilex
1119,Scan,Prunus avium
112,Scan,Quercus ilex
1121,Scan,Laurus nobilis
1122,Scan,Viburnum tinus
1123,Scan,Crataegus monogyna
1124,Scan,Hedera helix
1126,Scan,Mespilus germanica
1127,Scan,Quercus petraea
1128,Scan,Cercis siliquastrum
1129,Scan,Ruscus aculeatus
1130,Scan,Salix caprea
1131,Scan,Koelreuteria paniculata
1132,photograph,Ginkgo biloba
1136,Scan,Ligustrum vulgare
1137,pseudoscan,Euphorbia characias
1138,pseudoscan,Cornus sanguinea
1139,pseudoscan,Juniperus oxycedrus
1140,pseudoscan,Quercus ilex
1141,photograph,Pittosporum tobira
1142,photograph,Ginkgo biloba
1143,photograph,Acer monspessulanum
1144,Scan,Hedera helix
1145,Scan,Ginkgo biloba
1146,Scan,Prunus spinosa
1147,pseudoscan,Liriodendron tulipifera
1149,Scan,Quercus ilex
115,photograph,Diospyros kaki
1150,Scan,Betula utilis var. jacquemontii
1152,pseudoscan,Sorbus torminalis
1153,Scan,Syringa vulgaris
1154,pseudoscan,Prunus avium
1155,pseudoscan,Quercus pubescens
1157,Scan,Buxus sempervirens
1158,photograph,Robinia pseudoacacia
1159,pseudoscan,Punica granatum
116,Scan,Morus alba
1160,Scan,Quercus pubescens
1161,photograph,Pittosporum tobira
1162,Scan,Buxus sempervirens
1163,pseudoscan,Acer opalus
1165,pseudoscan,Populus alba
1166,pseudoscan,Rhus typhina
1167,Scan,Corylus avellana
1169,Scan,Olea europaea
117,Scan,Juniperus oxycedrus
1170,Scan,Crataegus monogyna
1172,pseudoscan,Ficus carica
1173,Scan,Pittosporum tenuifolium
1176,Scan,Populus nigra
1178,photograph,Acer campestre
1180,pseudoscan,Ailanthus altissima
1181,Scan,Quercus ilex
1182,pseudoscan,Acer opalus
1183,Scan,Ruscus aculeatus
1184,Scan,Sophora japonica
1185,photograph,Platanus x hispanica
1186,photograph,Sorbus intermedia
1187,photograph,Pistacia lentiscus
1188,Scan,Buxus sempervirens
1189,pseudoscan,Hedera helix
119,pseudoscan,Ulmus minor
1190,Scan,Syringa vulgaris
1192,Scan,Quercus pubescens
1193,pseudoscan,Populus alba
1194,photograph,Crataegus azarolus
1195,Scan,Olea europaea
1196,Scan,Quercus ilex
1197,Scan,Populus alba
1199,photograph,Acer monspessulanum
12,pseudoscan,Hedera helix
120,pseudoscan,Ilex aquifolium
1200,pseudoscan,Diospyros kaki
1201,Scan,Paliurus spina-christi
1202,pseudoscan,Pistacia lentiscus
1203,Scan,Syringa vulgaris
1204,pseudoscan,Daphne cneorum
1205,pseudoscan,Ilex aquifolium
1206,photograph,Eriobotrya japonica
1207,pseudoscan,Euphorbia characias
1208,Scan,Liriodendron tulipifera
1209,pseudoscan,Ginkgo biloba
121,Scan,Populus alba
1210,photograph,Pittosporum tobira
1211,pseudoscan,Vitex agnus-castus
1212,Scan,Buxus sempervirens
1213,pseudoscan,Quercus pubescens
1215,Scan,Carpinus betulus
1216,Scan,Crataegus monogyna
1217,Scan,Buxus sempervirens
1218,Scan,Laurus nobilis
1219,Scan,Crataegus azarolus
1220,pseudoscan,Buxus sempervirens
1221,Scan,Olea europaea
1222,Scan,Quercus ilex
1225,photograph,Hedera helix
1226,photograph,Cercis siliquastrum
1227,photograph,Pittosporum tobira
1229,Scan,Ruscus aculeatus
123,Scan,Betula pendula
1230,Scan,Paliurus spina-christi
1231,pseudoscan,Rhus coriaria
1232,Scan,Olea europaea
1233,Scan,Cotinus coggygria
1234,Scan,Buddleja davidii
1235,Scan,Carpinus betulus
1236,Scan,Cercis siliquastrum
1237,photograph,Quercus pubescens
1238,pseudoscan,Ficus carica
1240,photograph,Acer monspessulanum
1241,Scan,Ficus carica
1242,photograph,Pistacia lentiscus
1243,Scan,Platanus x hispanica
1244,Scan,Buxus sempervirens
1245,Scan,Crataegus monogyna
1246,Scan,Quercus ilex
1247,Scan,Buxus sempervirens
1249,pseudoscan,Betula pendula
125,photograph,Crataegus azarolus
1250,pseudoscan,Populus nigra
1251,pseudoscan,Platanus x hispanica
1253,Scan,Nerium oleander
1255,Scan,Salix caprea
1257,Scan,Olea europaea
1258,pseudoscan,Sorbus aria
1259,photograph,Viburnum tinus
1260,Scan,Ruscus aculeatus
1261,Scan,Buddleja davidii
1262,Scan,Quercus ilex
1264,photograph,Quercus ilex
1265,photograph,Aesculus hippocastanum
1266,Scan,Pittosporum tenuifolium
1267,pseudoscan,Cotinus coggygria
1268,Scan,Nerium oleander
1269,pseudoscan,Eriobotrya japonica
127,photograph,Laurus nobilis
1271,pseudoscan,Rhus coriaria
1272,Scan,Albizia julibrissin
1273,pseudoscan,Cercis siliquastrum
1274,photograph,Nerium oleander
1275,pseudoscan,Ulmus minor
1277,photograph,Pittosporum tobira
1278,Scan,Juglans regia
1279,Scan,Corylus avellana
1281,Scan,Quercus coccifera
1282,pseudoscan,Euphorbia characias
1283,Scan,Betula pendula
1284,pseudoscan,Cornus mas
1285,Scan,Populus alba
1286,Scan,Nerium oleander
1287,Scan,Daphne cneorum
1288,Scan,Tilia cordata
1289,Scan,Prunus laurocerasus
1290,Scan,Hedera helix
1291,pseudoscan,Gleditsia triacanthos
1292,pseudoscan,Platanus x hispanica
1293,Scan,Paliurus spina-christi
1294,photograph,Pistacia terebinthus
1295,Scan,Daphne cneorum
1296,Scan,Cotinus coggygria
1297,Scan,Quercus ilex
1298,Scan,Rhamnus cathartica
1299,photograph,Pittosporum tobira
13,photograph,Cotinus coggygria
130,photograph,Cercis siliquastrum
1300,photograph,Ginkgo biloba
1301,photograph,Eriobotrya japonica
1302,pseudoscan,Sorbus torminalis
1303,photograph,Broussonetia papyrifera
1304,Scan,Platanus x hispanica
1305,Scan,Prunus avium
1307,Scan,Populus tremula
1308,pseudoscan,Rhus typhina
1309,photograph,Quercus ilex
131,Scan,Buddleja davidii
1310,Scan,Cotinus coggygria
1312,photograph,Pittosporum tobira
1313,pseudoscan,Acer campestre
1314,photograph,Punica granatum
1315,photograph,Ginkgo biloba
1316,Scan,Corylus avellana
1318,photograph,Acer campestre
1319,photograph,Ginkgo biloba
132,photograph,Pittosporum tobira
1320,pseudoscan,Cotinus coggygria
1321,Scan,Crataegus monogyna
1322,Scan,Punica granatum
1323,Scan,Ilex aquifolium
1324,photograph,Eriobotrya japonica
1325,photograph,Arbutus unedo
1326,Scan,Corylus avellana
1327,pseudoscan,Buxus sempervirens
1329,Scan,Alnus glutinosa
133,Scan,Ficus carica
1330,photograph,Crataegus monogyna
1331,pseudoscan,Carpinus betulus
1333,photograph,Cercis siliquastrum
1334,Scan,Pistacia terebinthus
1335,photograph,Pistacia terebinthus
1337,Scan,Cerasus mahaleb
1338,pseudoscan,Daphne cneorum
1339,Scan,Populus tremula
134,pseudoscan,Gleditsia triacanthos
1341,pseudoscan,Sorbus torminalis
1342,pseudoscan,Pittosporum tenuifolium
1343,photograph,Albizia julibrissin
1345,pseudoscan,Pistacia lentiscus
1346,Scan,Daphne cneorum
1347,Scan,Crataegus azarolus
1348,Scan,Cercis siliquastrum
1349,Scan,Fraxinus angustifolia
1350,photograph,Quercus ilex
1351,Scan,Broussonetia papyrifera
1352,pseudoscan,Daphne cneorum
1353,Scan,Crataegus azarolus
1354,Scan,Hedera helix
1356,Scan,Pittosporum tenuifolium
1358,Scan,Albizia julibrissin
1359,Scan,Juniperus oxycedrus
136,Scan,Pittosporum tenuifolium
1361,Scan,Ulmus minor
1362,Scan,Quercus petraea
1363,pseudoscan,Quercus pubescens
1364,pseudoscan,Quercus ilex
1366,Scan,Magnolia grandiflora
1367,pseudoscan,Rhus typhina
1369,photograph,Vitex agnus-castus
1370,Scan,Rhamnus alaternus
1371,Scan,Liriodendron tulipifera
1372,photograph,Cercis siliquastrum
1373,photograph,Acer platanoides
1374,pseudoscan,Populus alba
1376,Scan,Pittosporum tenuifolium
1377,Scan,Paliurus spina-christi
138,Scan,Laurus nobilis
1381,photograph,Broussonetia papyrifera
1383,Scan,Diospyros kaki
1384,Scan,Alnus cordata
1385,Scan,Daphne cneorum
1386,Scan,Celtis australis
1387,Scan,Cercis siliquastrum
1388,photograph,Syringa vulgaris
1389,pseudoscan,Buxus sempervirens
139,Scan,Arbutus unedo
1390,pseudoscan,Rhamnus alaternus
1391,pseudoscan,Quercus ilex
1394,photograph,Sambucus nigra
1395,pseudoscan,Punica granatum
1396,pseudoscan,Cercis siliquastrum
1398,Scan,Nerium oleander
1399,Scan,Olea europaea
140,pseudoscan,Rhus coriaria
1400,Scan,Ulmus minor
1401,Scan,Populus nigra
1402,pseudoscan,Laurus nobilis
1405,photograph,Aesculus hippocastanum
1406,Scan,Sophora japonica
1407,pseudoscan,Pistacia terebinthus
1408,Scan,Viburnum tinus
1409,pseudoscan,Cercis siliquastrum
141,pseudoscan,Juglans nigra
1411,pseudoscan,Celtis australis
1413,pseudoscan,Daphne cneorum
1414,Scan,Quercus cerris
1415,photograph,Vitex agnus-castus
1416,photograph,Albizia julibrissin
1417,Scan,Buxus sempervirens
1419,pseudoscan,Ulmus minor
142,Scan,Capparis spinosa
